DEPARTAMENTO,MUNICIPIO,MECANISMO_VIOLENCIA,SEXO,GRUPO_ETARIO,AÑO,MES,CANTIDAD
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,1,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,2,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,7,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,6,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,3,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,5,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,11,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,10,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2019,9,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,4,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,8,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,12,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,1,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,2,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,7,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,3,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,5,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,11,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,10,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2020,9,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,4,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,8,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,12,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,1,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,2,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,7,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,6,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,3,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,5,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,11,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,10,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2021,9,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,4,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,8,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,12,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,1,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,2,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,7,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,6,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,3,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,5,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,11,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,10,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2022,9,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,4,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,8,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,12,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,1,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,2,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,7,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,6,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,3,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,5,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,11,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,10,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2023,9,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,4,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,8,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,12,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,1,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,2,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,7,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,6,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,3,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,5,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,11,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,10,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,MASCULINO,ADULTOS,2024,9,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,4,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,8,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,12,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,1,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,2,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,7,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,6,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,3,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,5,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,11,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,10,19
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,9,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,4,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,8,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,12,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,1,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,2,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,7,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,6,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,3,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,5,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,11,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,10,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,9,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,4,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,8,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,12,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,1,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,2,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,7,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,6,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,3,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,5,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,11,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,10,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,9,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,4,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,8,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,12,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,1,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,2,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,7,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,6,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,3,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,5,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,11,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,10,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,9,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,4,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,8,20
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,12,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,1,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,2,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,7,23
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,6,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,3,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,5,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,11,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,10,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,9,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,4,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,8,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,12,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,1,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,2,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,7,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,6,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,3,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,5,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,11,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,10,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,9,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,4,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,8,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,12,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,1,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,2,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,7,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,6,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,3,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,5,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,11,1
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,10,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,9,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,4,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,8,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,12,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,1,4
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,2,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,7,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,6,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,3,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,5,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,11,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,10,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2022,9,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,4,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,8,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,12,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,1,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,2,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,7,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,6,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,3,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,5,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,11,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,10,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2023,9,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,4,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,8,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,12,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,1,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,2,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,7,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,6,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,3,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,5,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,11,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,10,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2024,9,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,4,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,8,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,12,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,1,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,2,22
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,7,19
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,6,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,3,21
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,5,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,11,20
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,10,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2015,9,21
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,4,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,8,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,12,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,1,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,2,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,7,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,6,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,3,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,5,28
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,11,10
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,10,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2016,9,21
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,4,16
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,8,28
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,12,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,1,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,2,24
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,7,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,6,15
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,3,21
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,5,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,11,22
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,10,35
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2017,9,27
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,4,23
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,8,24
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,12,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,1,23
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,2,17
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,7,20
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,6,13
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,3,19
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,5,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,11,28
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,10,25
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2018,9,27
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,4,24
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,8,23
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,12,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,1,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,2,25
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,7,33
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,6,20
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,3,31
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,5,32
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,11,20
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,10,28
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2019,9,39
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,4,6
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,8,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,12,3
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,1,12
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,2,18
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,7,14
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,6,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,3,5
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,5,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,11,2
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,10,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2020,9,11
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,4,9
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,8,8
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,12,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,1,7
CUNDINAMARCA,"BOGOTA, D.C.",NO REPORTADO,FEMENINO,MENORES,2021,2,8
